name,size,total_pixels,keep_10%_psnr,keep_10%_ratio,keep_10%_kept,keep_20%_psnr,keep_20%_ratio,keep_20%_kept,keep_50%_psnr,keep_50%_ratio,keep_50%_kept
138032.jpg,481x321,154401,22.83742232587441,19.09721706864564,8085,24.6261607680622,9.546837321461695,16173,27.59482413415808,3.815290716350787,40469
15088.jpg,481x321,154401,23.043250727331632,19.09721706864564,8085,24.313979333575645,9.546837321461695,16173,27.73791909770008,3.815290716350787,40469
249061.jpg,321x481,154401,25.733887868247717,19.09721706864564,8085,27.185214478301752,9.546837321461695,16173,30.607234891168254,3.815290716350787,40469
68077.jpg,321x481,154401,25.435616096800366,19.09721706864564,8085,26.790690194369358,9.546837321461695,16173,30.21368123580343,3.815290716350787,40469
368078.jpg,481x321,154401,20.554518982015395,19.09721706864564,8085,21.997804549212656,9.546837321461695,16173,25.17916599956745,3.815290716350787,40469
187039.jpg,321x481,154401,21.880189988591855,19.09721706864564,8085,23.622757368328152,9.546837321461695,16173,27.426364363929004,3.815290716350787,40469
87065.jpg,321x481,154401,21.21363195630476,19.09721706864564,8085,23.245624490784785,9.546837321461695,16173,27.16781666521311,3.815290716350787,40469
216066.jpg,321x481,154401,25.452553299391294,19.09721706864564,8085,26.958871426978664,9.546837321461695,16173,30.042723495706376,3.815290716350787,40469
43083.jpg,321x481,154401,25.390943190459602,19.09721706864564,8085,27.864540520524237,9.546837321461695,16173,32.670096680483994,3.815290716350787,40469
372047.jpg,481x321,154401,21.219941311726377,19.09721706864564,8085,23.195606455127322,9.546837321461695,16173,27.251797246373734,3.815290716350787,40469
227046.jpg,321x481,154401,24.631418826192895,19.09721706864564,8085,26.054338968187494,9.546837321461695,16173,29.298536150174513,3.815290716350787,40469
15004.jpg,481x321,154401,21.475576157098864,19.09721706864564,8085,23.272880142544604,9.546837321461695,16173,27.10104737613215,3.815290716350787,40469
